ID,Address,AddressLine1,City,State,ZipCode,PropertyType,Bathrooms,Bedrooms,Price,SquareFeet,Latitude,Longitude
"100-6th-Ave-S,-Seattle,-WA-98104","100 6th Ave S, Seattle, WA 98104",100 6th Ave S,Seattle,WA,98104,Apartment,1,0,1095,,47.60145,-122.32608
"100-Denny-Way,-Seattle,-WA-98109","100 Denny Way, Seattle, WA 98109",100 Denny Way,Seattle,WA,98109,Apartment,1,1,1950,589,47.619021,-122.355075
"100-E-Boston-St,-Seattle,-WA-98102","100 E Boston St, Seattle, WA 98102",100 E Boston St,Seattle,WA,98102,Apartment,1,1,1625,,47.638412,-122.326767
"100-Taylor-Ave-N,-Seattle,-WA-98109","100 Taylor Ave N, Seattle, WA 98109",100 Taylor Ave N,Seattle,WA,98109,Apartment,1,,2035,,47.619476,-122.3454
"1000-8th-Ave,-Seattle,-WA-98104","1000 8th Ave, Seattle, WA 98104",1000 8th Ave,Seattle,WA,98104,Apartment,1,,1766,,47.608533,-122.328242
"1000-Minor-Ave,-Seattle,-WA-98104","1000 Minor Ave, Seattle, WA 98104",1000 Minor Ave,Seattle,WA,98104,Apartment,1,2,1790,638,47.61022,-122.323973
"1001-Taylor-Ave-N,-Seattle,-WA-98109","1001 Taylor Ave N, Seattle, WA 98109",1001 Taylor Ave N,Seattle,WA,98109,Apartment,2,2,2800,,47.628297,-122.34654
"10014-5th-Ave-NE,-Seattle,-WA-98125","10014 5th Ave NE, Seattle, WA 98125",10014 5th Ave NE,Seattle,WA,98125,Apartment,1,2,2045,,47.701975,-122.322704
"1005-E-Roy-St,-Seattle,-WA-98102","1005 E Roy St, Seattle, WA 98102",1005 E Roy St,Seattle,WA,98102,Apartment,1,1,2595,,47.625176,-122.319388
"1006-15th-Ave-E,-Seattle,-WA-98112","1006 15th Ave E, Seattle, WA 98112",1006 15th Ave E,Seattle,WA,98112,Apartment,1,1,1625,,47.627865,-122.312202
"101-6th-Ave-S,-Seattle,-WA-98104","101 6th Ave S, Seattle, WA 98104",101 6th Ave S,Seattle,WA,98104,Apartment,1,2,1750,876,47.601379,-122.326637
"101-Nw-85th-St,-Seattle,-WA-98117","101 Nw 85th St, Seattle, WA 98117",101 Nw 85th St,Seattle,WA,98117,Apartment,1,0,1342,,47.690395,-122.358422
"10102-8th-Ave-S,-Seattle,-WA-98168","10102 8th Ave S, Seattle, WA 98168",10102 8th Ave S,Seattle,WA,98168,Apartment,,,1835,,47.512943,-122.322169
"1019-E-Pike-St,-Seattle,-WA-98122","1019 E Pike St, Seattle, WA 98122",1019 E Pike St,Seattle,WA,98122,Apartment,1,1,1397,390,47.613874,-122.318412
"1020-Ne-63rd-St,-Seattle,-WA-98115","1020 Ne 63rd St, Seattle, WA 98115",1020 Ne 63rd St,Seattle,WA,98115,Apartment,1,1,1883,,47.674393,-122.31644
"10215-Greenwood-Ave-N,-Seattle,-WA-98133","10215 Greenwood Ave N, Seattle, WA 98133",10215 Greenwood Ave N,Seattle,WA,98133,Apartment,1,,1665,,47.70339,-122.35578
"10300-Des-Moines-Memorial-Dr-S,-Seattle,-WA-98168","10300 Des Moines Memorial Dr S, Seattle, WA 98168",10300 Des Moines Memorial Dr S,Seattle,WA,98168,Apartment,1,2,1595,,47.511238,-122.306514
"10306-Meridian-Ave-N,-Seattle,-WA-98133","10306 Meridian Ave N, Seattle, WA 98133",10306 Meridian Ave N,Seattle,WA,98133,Apartment,,,1639,,47.703461,-122.333156
"10336-Interlake-Ave-N,-Seattle,-WA-98133","10336 Interlake Ave N, Seattle, WA 98133",10336 Interlake Ave N,Seattle,WA,98133,Single Family,1,2,1700,1100,47.70436,-122.340264
"10424-2nd-Ave-S,-Seattle,-WA-98168","10424 2nd Ave S, Seattle, WA 98168",10424 2nd Ave S,Seattle,WA,98168,Single Family,2,4,2695,1580,47.50959,-122.330737
"105-Warren-Ave-N,-Seattle,-WA-98109","105 Warren Ave N, Seattle, WA 98109",105 Warren Ave N,Seattle,WA,98109,Apartment,1,1,1819,464,47.61879,-122.35451
"1050-James-St,-Seattle,-WA-98104","1050 James St, Seattle, WA 98104",1050 James St,Seattle,WA,98104,Apartment,1,1,1500,,47.606569,-122.323065
"10500-Meridian-Ave-N,-Seattle,-WA-98133","10500 Meridian Ave N, Seattle, WA 98133",10500 Meridian Ave N,Seattle,WA,98133,Apartment,1.5,2,1609,,47.705479,-122.332512
"10501-8th-Ave-NE,-Apt-312,-Seattle,-WA-98125","10501 8th Ave NE, Apt 312, Seattle, WA 98125",10501 8th Ave NE,Seattle,WA,98125,Apartment,1,1,1800,744,47.705536,-122.32123
"10525-24th-Ave-NE,-Seattle,-WA-98125","10525 24th Ave NE, Seattle, WA 98125",10525 24th Ave NE,Seattle,WA,98125,Apartment,1,2,1250,,47.705514,-122.302426
"10711-8th-Ave-NE,-Seattle,-WA-98125","10711 8th Ave NE, Seattle, WA 98125",10711 8th Ave NE,Seattle,WA,98125,Apartment,1,1,1775,,47.707008,-122.321083
"10720-5th-Ave-NE,-Seattle,-WA-98125","10720 5th Ave NE, Seattle, WA 98125",10720 5th Ave NE,Seattle,WA,98125,Apartment,,,1475,,47.707509,-122.322497
"11-W-Mercer-St,-Seattle,-WA-98119","11 W Mercer St, Seattle, WA 98119",11 W Mercer St,Seattle,WA,98119,Apartment,1,0,1700,,47.62439,-122.35707
"11038-Lake-City-Way-NE,-Seattle,-WA-98125","11038 Lake City Way NE, Seattle, WA 98125",11038 Lake City Way NE,Seattle,WA,98125,Apartment,2,2,1895,,47.709473,-122.300308
"1108-9th-Ave-W,-Seattle,-WA-98119","1108 9th Ave W, Seattle, WA 98119",1108 9th Ave W,Seattle,WA,98119,Apartment,1,1,2395,,47.629074,-122.368629
"1111-E-Union-St,-Seattle,-WA-98122","1111 E Union St, Seattle, WA 98122",1111 E Union St,Seattle,WA,98122,Apartment,1,1,2000,701,47.612741,-122.317473
"1111-E-Pine-St,-Seattle,-WA-98122","1111 E Pine St, Seattle, WA 98122",1111 E Pine St,Seattle,WA,98122,Apartment,1,1,2225,614,47.615002,-122.317778
"1120-N-93rd-St,-Seattle,-WA-98103","1120 N 93rd St, Seattle, WA 98103",1120 N 93rd St,Seattle,WA,98103,Apartment,1,1,1695,,47.696569,-122.34344
"11202-2nd-Ln-SW,-Seattle,-WA-98146","11202 2nd Ln SW, Seattle, WA 98146",11202 2nd Ln SW,Seattle,WA,98146,Apartment,,,1416,,47.50228,-122.337321
"1121-N-91st-St,-Seattle,-WA-98103","1121 N 91st St, Seattle, WA 98103",1121 N 91st St,Seattle,WA,98103,Apartment,1,1,1550,,47.694693,-122.34351
"11210-Meridian-Ave-N,-Seattle,-WA-98133","11210 Meridian Ave N, Seattle, WA 98133",11210 Meridian Ave N,Seattle,WA,98133,Apartment,1,1,1225,,47.710159,-122.333731
"1122-E-Denny-Way,-Seattle,-WA-98122","1122 E Denny Way, Seattle, WA 98122",1122 E Denny Way,Seattle,WA,98122,Apartment,1,3,2700,,47.61894,-122.317127
"11222-11244-Greenwood-Ave-N,-Seattle,-WA-98133","11222 11244 Greenwood Ave N, Seattle, WA 98133",11222 11244 Greenwood Ave N,Seattle,WA,98133,Apartment,1,1,1595,,47.711765,-122.355057
"1130-N-115th-St,-Seattle,-WA-98133","1130 N 115th St, Seattle, WA 98133",1130 N 115th St,Seattle,WA,98133,Apartment,,,2175,,47.712814,-122.343029
"1131-N-93rd-St,-Apt-3,-Seattle,-WA-98103","1131 N 93rd St, Apt 3, Seattle, WA 98103",1131 N 93rd St,Seattle,WA,98103,Apartment,1,2,2000,705,47.696139,-122.343232
"1139-Nw-Market-St,-Seattle,-WA-98107","1139 Nw Market St, Seattle, WA 98107",1139 Nw Market St,Seattle,WA,98107,Apartment,,,1295,,47.66839,-122.372213
"1141-N-91st-St,-Seattle,-WA-98103","1141 N 91st St, Seattle, WA 98103",1141 N 91st St,Seattle,WA,98103,Apartment,1,0,1095,,47.694688,-122.342678
"11412-20th-Ave-S,-Seattle,-WA-98168","11412 20th Ave S, Seattle, WA 98168",11412 20th Ave S,Seattle,WA,98168,Apartment,1,1,1395,,47.500782,-122.307064
"11429-Rainier-Ave-S,-Seattle,-WA-98178","11429 Rainier Ave S, Seattle, WA 98178",11429 Rainier Ave S,Seattle,WA,98178,Single Family,1,1,1295,,47.500175,-122.221436
"1145-Republican-St,-Seattle,-WA-98109","1145 Republican St, Seattle, WA 98109",1145 Republican St,Seattle,WA,98109,Apartment,1,1,3022,725,47.622858,-122.334821
"1146-Harrison-St,-Seattle,-WA-98109","1146 Harrison St, Seattle, WA 98109",1146 Harrison St,Seattle,WA,98109,Apartment,1,1,2373,875,47.62237,-122.33493
"1146-N-91st-St,-Seattle,-WA-98103","1146 N 91st St, Seattle, WA 98103",1146 N 91st St,Seattle,WA,98103,Apartment,1,1,1550,,47.695109,-122.34249
"115-Warren-Ave-N,-Seattle,-WA-98109","115 Warren Ave N, Seattle, WA 98109",115 Warren Ave N,Seattle,WA,98109,Apartment,1,0,1821,,47.6191,-122.354516
"1158-N-91st-St,-Seattle,-WA-98103","1158 N 91st St, Seattle, WA 98103",1158 N 91st St,Seattle,WA,98103,Apartment,1,2,2045,,47.695107,-122.342165
"116-Warren-Ave-N,-Seattle,-WA-98109","116 Warren Ave N, Seattle, WA 98109",116 Warren Ave N,Seattle,WA,98109,Apartment,2,2,3150,,47.619097,-122.353769
"11660-Renton-Ave-S,-Seattle,-WA-98178","11660 Renton Ave S, Seattle, WA 98178",11660 Renton Ave S,Seattle,WA,98178,Apartment,1,1,1125,,47.498404,-122.248463
"11758-Greenwood-Ave-N,-Apt-3,-Seattle,-WA-98133","11758 Greenwood Ave N, Apt 3, Seattle, WA 98133",11758 Greenwood Ave N,Seattle,WA,98133,Apartment,1,1,1495,700,47.715702,-122.355125
"118-Republican-St,-Seattle,-WA-98109","118 Republican St, Seattle, WA 98109",118 Republican St,Seattle,WA,98109,Apartment,,,1646,,47.62369,-122.35478
"11914-1st-Ave-SW,-Apt-2,-Seattle,-WA-98146","11914 1st Ave SW, Apt 2, Seattle, WA 98146",11914 1st Ave SW,Seattle,WA,98146,Apartment,1,2,1855,774,47.496167,-122.334943
"120-10th-Ave-E,-Seattle,-WA-98102","120 10th Ave E, Seattle, WA 98102",120 10th Ave E,Seattle,WA,98102,Condo,1,0,2688,400,47.619461,-122.319138
"120-Broadway,-Seattle,-WA-98122","120 Broadway, Seattle, WA 98122",120 Broadway,Seattle,WA,98122,Apartment,,,1455,,47.602306,-122.320122
"120-Westlake-Ave-N,-Seattle,-WA-98109","120 Westlake Ave N, Seattle, WA 98109",120 Westlake Ave N,Seattle,WA,98109,Condo,1,1,3850,694,47.619118,-122.338083
"1200-E-Pike-St,-Seattle,-WA-98122","1200 E Pike St, Seattle, WA 98122",1200 E Pike St,Seattle,WA,98122,Apartment,1,,1802,,47.614309,-122.316513
"12004-17th-Ave-NE,-Seattle,-WA-98125","12004 17th Ave NE, Seattle, WA 98125",12004 17th Ave NE,Seattle,WA,98125,Single Family,1,2,2800,1850,47.716038,-122.309601
"1201-Mercer-St,-Seattle,-WA-98109","1201 Mercer St, Seattle, WA 98109",1201 Mercer St,Seattle,WA,98109,Apartment,,,2223,,47.62394,-122.332751
"12038-31st-Ave-NE,-Seattle,-WA-98125","12038 31st Ave NE, Seattle, WA 98125",12038 31st Ave NE,Seattle,WA,98125,Apartment,2,2,1990,,47.716597,-122.294869
"1205-Queen-Anne-Ave-N,-Seattle,-WA-98109","1205 Queen Anne Ave N, Seattle, WA 98109",1205 Queen Anne Ave N,Seattle,WA,98109,Apartment,1,1,1750,,47.629843,-122.357054
"1208-10th-Ave-W,-Seattle,-WA-98119","1208 10th Ave W, Seattle, WA 98119",1208 10th Ave W,Seattle,WA,98119,Apartment,1,1,1950,,47.630195,-122.369991
"1210-15th-Ave-E,-Seattle,-WA-98112","1210 15th Ave E, Seattle, WA 98112",1210 15th Ave E,Seattle,WA,98112,Apartment,2,2,2395,,47.631377,-122.312152
"1212-E-Howell-St,-Seattle,-WA-98122","1212 E Howell St, Seattle, WA 98122",1212 E Howell St,Seattle,WA,98122,Apartment,1,1,1550,,47.61781,-122.316108
"1220-Boren-Ave,-Seattle,-WA-98101","1220 Boren Ave, Seattle, WA 98101",1220 Boren Ave,Seattle,WA,98101,Apartment,1,0,2055,,47.611425,-122.326509
"1220-E-Remington-Ct,-Seattle,-WA-98122","1220 E Remington Ct, Seattle, WA 98122",1220 E Remington Ct,Seattle,WA,98122,Apartment,1,0,1225,,47.605728,-122.315796
"1221-1st-Ave,-Seattle,-WA-98101","1221 1st Ave, Seattle, WA 98101",1221 1st Ave,Seattle,WA,98101,Apartment,2,2,1942,1325,47.60609,-122.33872
"123-2nd-Ave-N,-Seattle,-WA-98109","123 2nd Ave N, Seattle, WA 98109",123 2nd Ave N,Seattle,WA,98109,Apartment,,,2057,,47.619341,-122.353207
"123-Broadway,-Seattle,-WA-98122","123 Broadway, Seattle, WA 98122",123 Broadway,Seattle,WA,98122,Apartment,,,1956,,47.60245,-122.32119
"12311-32nd-Ave-NE,-Seattle,-WA-98125","12311 32nd Ave NE, Seattle, WA 98125",12311 32nd Ave NE,Seattle,WA,98125,Apartment,,,1688,,47.717846,-122.294303
"12316-28th-Ave-NE,-Seattle,-WA-98125","12316 28th Ave NE, Seattle, WA 98125",12316 28th Ave NE,Seattle,WA,98125,Apartment,2,2,1717,,47.718334,-122.297486
"12317-15th-Ave-NE,-Seattle,-WA-98125","12317 15th Ave NE, Seattle, WA 98125",12317 15th Ave NE,Seattle,WA,98125,Apartment,1,1,1550,,47.718099,-122.313053
"12325-28th-Ave-Ne-Apt-B,-Seattle,-WA-98125","12325 28th Ave Ne Apt B, Seattle, WA 98125",12325 28th Ave Ne Apt B,Seattle,WA,98125,Townhouse,1.5,3,2350,1268,47.718264,-122.29816
"12360-35th-Ave-NE,-Seattle,-WA-98125","12360 35th Ave NE, Seattle, WA 98125",12360 35th Ave NE,Seattle,WA,98125,Apartment,1,1,1400,,47.719053,-122.290365
"1260-Republican-St,-Seattle,-WA-98109","1260 Republican St, Seattle, WA 98109",1260 Republican St,Seattle,WA,98109,Apartment,2,2,2139,804,47.62334,-122.33098
"12700-37th-Ave-NE,-Seattle,-WA-98125","12700 37th Ave NE, Seattle, WA 98125",12700 37th Ave NE,Seattle,WA,98125,Single Family,2,5,4000,2380,47.72133,-122.288199
"12736-Lake-City-Way-NE,-Seattle,-WA-98125","12736 Lake City Way NE, Seattle, WA 98125",12736 Lake City Way NE,Seattle,WA,98125,Apartment,1,0,1783,,47.721957,-122.292895
"1280-Harrison-St,-Seattle,-WA-98109","1280 Harrison St, Seattle, WA 98109",1280 Harrison St,Seattle,WA,98109,Apartment,2,3,2337,1296,47.6228,-122.33123
"12825-60th-Ln-S,-Seattle,-WA-98178","12825 60th Ln S, Seattle, WA 98178",12825 60th Ln S,Seattle,WA,98178,Apartment,1,2,1400,,47.488071,-122.257836
"1287-Westlake-Ave-N,-Seattle,-WA-98109","1287 Westlake Ave N, Seattle, WA 98109",1287 Westlake Ave N,Seattle,WA,98109,Apartment,,,2345,,47.631554,-122.3414
"130-Harvard-Ave-E,-Seattle,-WA-98102","130 Harvard Ave E, Seattle, WA 98102",130 Harvard Ave E,Seattle,WA,98102,Apartment,1,0,2182,,47.619731,-122.321276
"130-Sw-112th-St,-Seattle,-WA-98146","130 Sw 112th St, Seattle, WA 98146",130 Sw 112th St,Seattle,WA,98146,Apartment,,,1895,,47.503864,-122.335905
"1300-14th-Ave-S,-Seattle,-WA-98144","1300 14th Ave S, Seattle, WA 98144",1300 14th Ave S,Seattle,WA,98144,Apartment,1,1,1495,,47.591324,-122.314497
"1300-6th-Ave-N,-Seattle,-WA-98109","1300 6th Ave N, Seattle, WA 98109",1300 6th Ave N,Seattle,WA,98109,Apartment,1,1,1195,,47.630724,-122.344628
"1300-E-Denny-Way,-Seattle,-WA-98122","1300 E Denny Way, Seattle, WA 98122",1300 E Denny Way,Seattle,WA,98122,Apartment,1,1,1795,,47.618954,-122.31523
"1305-Dexter-Ave-N,-Seattle,-WA-98109","1305 Dexter Ave N, Seattle, WA 98109",1305 Dexter Ave N,Seattle,WA,98109,Apartment,,,1525,,47.63077,-122.34258
"1306-1st-Ave-W,-Seattle,-WA-98119","1306 1st Ave W, Seattle, WA 98119",1306 1st Ave W,Seattle,WA,98119,Apartment,1,1,1995,,47.630694,-122.357604
"1307-N-43rd-St,-Seattle,-WA-98103","1307 N 43rd St, Seattle, WA 98103",1307 N 43rd St,Seattle,WA,98103,Apartment,1,0,1395,510,47.658927,-122.341906
"1307-N-Northgate-Way,-Seattle,-WA-98133","1307 N Northgate Way, Seattle, WA 98133",1307 N Northgate Way,Seattle,WA,98133,Apartment,1,0,1295,,47.704828,-122.34159
"1310-Minor-Ave,-Seattle,-WA-98101","1310 Minor Ave, Seattle, WA 98101",1310 Minor Ave,Seattle,WA,98101,Apartment,2,1,1928,,47.612686,-122.326279
"1315-E-Jefferson-St,-Seattle,-WA-98122","1315 E Jefferson St, Seattle, WA 98122",1315 E Jefferson St,Seattle,WA,98122,Apartment,1,1,1875,,47.605981,-122.31482
"1319-Ne-65th-St,-Seattle,-WA-98115","1319 Ne 65th St, Seattle, WA 98115",1319 Ne 65th St,Seattle,WA,98115,Apartment,1,0,2250,,47.675613,-122.31348
"1321-E-John-St,-Seattle,-WA-98102","1321 E John St, Seattle, WA 98102",1321 E John St,Seattle,WA,98102,Apartment,1,1,2150,,47.619789,-122.31469
"1321-Queen-Anne-Ave-N,-Seattle,-WA-98109","1321 Queen Anne Ave N, Seattle, WA 98109",1321 Queen Anne Ave N,Seattle,WA,98109,Apartment,1,1,1650,,47.631036,-122.357079
"1323-E-Pine-St,-Seattle,-WA-98122","1323 E Pine St, Seattle, WA 98122",1323 E Pine St,Seattle,WA,98122,Apartment,1,1,1400,,47.615107,-122.314633
"13280-Linden-Ave-N,-Seattle,-WA-98133","13280 Linden Ave N, Seattle, WA 98133",13280 Linden Ave N,Seattle,WA,98133,Apartment,1,,1266,,47.726635,-122.347198
"1330-Boren-Ave,-Seattle,-WA-98101","1330 Boren Ave, Seattle, WA 98101",1330 Boren Ave,Seattle,WA,98101,Apartment,1,0,1789,,47.61239,-122.327486
"1331-Terry-Ave,-Seattle,-WA-98101","1331 Terry Ave, Seattle, WA 98101",1331 Terry Ave,Seattle,WA,98101,Apartment,1,1,1695,,47.61172,-122.329316
"1340-15th-Ave-S,-Seattle,-WA-98144","1340 15th Ave S, Seattle, WA 98144",1340 15th Ave S,Seattle,WA,98144,Apartment,1,0,895,,47.59064,-122.313991
"13522-40th-Ave-NE,-Seattle,-WA-98125","13522 40th Ave NE, Seattle, WA 98125",13522 40th Ave NE,Seattle,WA,98125,Single Family,2,3,3650,2050,47.727073,-122.28512
"13530-Linden-Ave-N,-Seattle,-WA-98133","13530 Linden Ave N, Seattle, WA 98133",13530 Linden Ave N,Seattle,WA,98133,Apartment,,,1475,,47.728183,-122.346857
"13543-Greenwood-Ave-N,-Seattle,-WA-98133","13543 Greenwood Ave N, Seattle, WA 98133",13543 Greenwood Ave N,Seattle,WA,98133,Apartment,1,1,1725,,47.72787,-122.356024
"13713-Greenwood-Ave-N,-Seattle,-WA-98133","13713 Greenwood Ave N, Seattle, WA 98133",13713 Greenwood Ave N,Seattle,WA,98133,Single Family,2.5,3,2800,1700,47.729136,-122.355987
"13725-32nd-Ave-NE,-Seattle,-WA-98125","13725 32nd Ave NE, Seattle, WA 98125",13725 32nd Ave NE,Seattle,WA,98125,Apartment,1,2,1625,,47.728975,-122.294964
"13730-Lake-City-Way-NE,-Seattle,-WA-98125","13730 Lake City Way NE, Seattle, WA 98125",13730 Lake City Way NE,Seattle,WA,98125,Apartment,,,1755,,47.729504,-122.291878
"1400-E-Spruce-St,-Apt-3,-Seattle,-WA-98122","1400 E Spruce St, Apt 3, Seattle, WA 98122",1400 E Spruce St,Seattle,WA,98122,Apartment,1,2,1850,900,47.603668,-122.31385
"1401-1409-Ne-56th-St,-Seattle,-WA-98105","1401-1409 Ne 56th St, Seattle, WA 98105",1401-1409 Ne 56th St,Seattle,WA,98105,Apartment,1,1,1525,,47.669337,-122.312845
"1401-S-Holgate-St,-Seattle,-WA-98144","1401 S Holgate St, Seattle, WA 98144",1401 S Holgate St,Seattle,WA,98144,Apartment,1,0,1395,,47.586228,-122.314293
"14027-Lake-City-Way-NE,-Seattle,-WA-98125","14027 Lake City Way NE, Seattle, WA 98125",14027 Lake City Way NE,Seattle,WA,98125,Apartment,2,2,1245,,47.731272,-122.293073
"1404-Boylston-Ave,-Seattle,-WA-98122","1404 Boylston Ave, Seattle, WA 98122",1404 Boylston Ave,Seattle,WA,98122,Apartment,1,1,1249,,47.613344,-122.323011
"1404-E-Yesler-Way,-Seattle,-WA-98122","1404 E Yesler Way, Seattle, WA 98122",1404 E Yesler Way,Seattle,WA,98122,Single Family,1,0,1295,,47.601893,-122.31378
"1408-E-Union-St,-Seattle,-WA-98122","1408 E Union St, Seattle, WA 98122",1408 E Union St,Seattle,WA,98122,Apartment,1,0,1,,47.613287,-122.313749
"1414-10th-Ave,-Seattle,-WA-98122","1414 10th Ave, Seattle, WA 98122",1414 10th Ave,Seattle,WA,98122,Apartment,,,2310,,47.61328,-122.31879
"1414-E-Yesler-Way,-Seattle,-WA-98122","1414 E Yesler Way, Seattle, WA 98122",1414 E Yesler Way,Seattle,WA,98122,Apartment,1,0,1050,,47.60211,-122.31301
"1416-E-Marion-St,-Seattle,-WA-98122","1416 E Marion St, Seattle, WA 98122",1416 E Marion St,Seattle,WA,98122,Apartment,1,1,1600,,47.610554,-122.313393
"1417-Belmont-Ave,-Seattle,-WA-98122","1417 Belmont Ave, Seattle, WA 98122",1417 Belmont Ave,Seattle,WA,98122,Apartment,1,1,1650,,47.613536,-122.324776
"1417-E-Howell-St,-Seattle,-WA-98122","1417 E Howell St, Seattle, WA 98122",1417 E Howell St,Seattle,WA,98122,Townhouse,2,2,3700,1106,47.617386,-122.313507
"1420-Boren-Ave,-Seattle,-WA-98101","1420 Boren Ave, Seattle, WA 98101",1420 Boren Ave,Seattle,WA,98101,Apartment,1,0,1095,,47.613173,-122.328203
"1421-2nd-Ave-N,-Seattle,-WA-98109","1421 2nd Ave N, Seattle, WA 98109",1421 2nd Ave N,Seattle,WA,98109,Apartment,1,2,2895,,47.631703,-122.352974
"1423-Boylston-Ave,-Seattle,-WA-98122","1423 Boylston Ave, Seattle, WA 98122",1423 Boylston Ave,Seattle,WA,98122,Apartment,1,1,1450,,47.613679,-122.323721
"1425-Spring-St,-Seattle,-WA-98104","1425 Spring St, Seattle, WA 98104",1425 Spring St,Seattle,WA,98104,Apartment,3,3,6305,1801,47.61143,-122.32122
"1426-Nw-59th-St,-Apt-B,-Seattle,-WA-98107","1426 Nw 59th St, Apt B, Seattle, WA 98107",1426 Nw 59th St,Seattle,WA,98107,Apartment,2.5,2,2895,1280,47.671783,-122.374951
"1427-11th-Ave,-Seattle,-WA-98122","1427 11th Ave, Seattle, WA 98122",1427 11th Ave,Seattle,WA,98122,Apartment,1,,1300,,47.613664,-122.318527
