ID,Address,AddressLine1,City,State,ZipCode,PropertyType,Bathrooms,Bedrooms,Price,SquareFeet,Latitude,Longitude
"4041-Roosevelt-Way-NE,-Seattle,-WA-98105","4041 Roosevelt Way NE, Seattle, WA 98105",4041 Roosevelt Way NE,Seattle,WA,98105,Apartment,1,1,2360,,47.656629,-122.318306
"406-Ne-80th-St,-Seattle,-WA-98115","406 Ne 80th St, Seattle, WA 98115",406 Ne 80th St,Seattle,WA,98115,Apartment,1,2,1650,,47.687021,-122.323917
"409-Eastlake-Ave-E,-Seattle,-WA-98109","409 Eastlake Ave E, Seattle, WA 98109",409 Eastlake Ave E,Seattle,WA,98109,Apartment,1,1,1695,,47.622303,-122.329516
"4100-Sw-Edmunds-St,-Seattle,-WA-98116","4100 Sw Edmunds St, Seattle, WA 98116",4100 Sw Edmunds St,Seattle,WA,98116,Apartment,,,1999,,47.56021,-122.38442
"411-Bellevue-Ave-E,-Seattle,-WA-98102","411 Bellevue Ave E, Seattle, WA 98102",411 Bellevue Ave E,Seattle,WA,98102,Apartment,1,1,2095,,47.622311,-122.326952
"411-Harvard-Ave-E,-Seattle,-WA-98102","411 Harvard Ave E, Seattle, WA 98102",411 Harvard Ave E,Seattle,WA,98102,Apartment,1,1,2150,,47.622321,-122.322343
"411-W-Republican-St,-Seattle,-WA-98119","411 W Republican St, Seattle, WA 98119",411 W Republican St,Seattle,WA,98119,Apartment,1,2,1595,,47.623043,-122.362323
"4110-12th-Ave-NE,-Seattle,-WA-98105","4110 12th Ave NE, Seattle, WA 98105",4110 12th Ave NE,Seattle,WA,98105,Apartment,1,0,1425,,47.65727,-122.315218
"412-Bellevue-Ave-E,-Seattle,-WA-98102","412 Bellevue Ave E, Seattle, WA 98102",412 Bellevue Ave E,Seattle,WA,98102,Apartment,1,1,1795,,47.622477,-122.326224
"412-N-45th-St,-Apt-103,-Seattle,-WA-98103","412 N 45th St, Apt 103, Seattle, WA 98103",412 N 45th St,Seattle,WA,98103,Apartment,1,1,1450,650,47.661617,-122.353385
"4120-Burke-Ave-N,-Seattle,-WA-98103","4120 Burke Ave N, Seattle, WA 98103",4120 Burke Ave N,Seattle,WA,98103,Apartment,1,0,1250,,47.657459,-122.334629
"4122-36th-Ave-SW,-Seattle,-WA-98126","4122 36th Ave SW, Seattle, WA 98126",4122 36th Ave SW,Seattle,WA,98126,Apartment,1,0,1125,,47.565734,-122.377052
"4143-22nd-Ave-SW,-Seattle,-WA-98106","4143 22nd Ave SW, Seattle, WA 98106",4143 22nd Ave SW,Seattle,WA,98106,Single Family,1,3,2995,1150,47.565293,-122.361551
"415-Boren-Ave,-Seattle,-WA-98104","415 Boren Ave, Seattle, WA 98104",415 Boren Ave,Seattle,WA,98104,Apartment,,,1455,,47.605279,-122.321872
"420-Vine-St,-Seattle,-WA-98121","420 Vine St, Seattle, WA 98121",420 Vine St,Seattle,WA,98121,Apartment,1,0,1250,,47.617844,-122.346747
"4200-S-Othello-St,-Seattle,-WA-98118","4200 S Othello St, Seattle, WA 98118",4200 S Othello St,Seattle,WA,98118,Apartment,,,1437,,47.537582,-122.280106
"4203-Brooklyn-Ave-NE,-Seattle,-WA-98105","4203 Brooklyn Ave NE, Seattle, WA 98105",4203 Brooklyn Ave NE,Seattle,WA,98105,Apartment,1,0,1350,,47.658525,-122.314709
"4208-Beach-Dr-SW,-Seattle,-WA-98116","4208 Beach Dr SW, Seattle, WA 98116",4208 Beach Dr SW,Seattle,WA,98116,Apartment,2,2,2995,,47.565768,-122.407524
"4210-Brooklyn-Ave-NE,-Seattle,-WA-98105","4210 Brooklyn Ave NE, Seattle, WA 98105",4210 Brooklyn Ave NE,Seattle,WA,98105,Apartment,1,2,2400,760,47.658736,-122.314002
"4214-11th-Ave-NE,-Seattle,-WA-98105","4214 11th Ave NE, Seattle, WA 98105",4214 11th Ave NE,Seattle,WA,98105,Apartment,1,0,1245,,47.658928,-122.31631
"4216-7th-Ave-Ne-Unit-A,-Seattle,-WA-98105","4216 7th Ave Ne Unit A, Seattle, WA 98105",4216 7th Ave Ne Unit A,Seattle,WA,98105,Apartment,2.5,3,2900,1600,47.658004,-122.320418
"4218-Roosevelt-Way-NE,-Seattle,-WA-98105","4218 Roosevelt Way NE, Seattle, WA 98105",4218 Roosevelt Way NE,Seattle,WA,98105,Apartment,1,0,1700,,47.659019,-122.317467
"4219-7th-Ave-NE,-Seattle,-WA-98105","4219 7th Ave NE, Seattle, WA 98105",4219 7th Ave NE,Seattle,WA,98105,Apartment,1,1,1350,,47.658083,-122.321168
"4219-S-Othello-St,-Seattle,-WA-98118","4219 S Othello St, Seattle, WA 98118",4219 S Othello St,Seattle,WA,98118,Apartment,,,1596,,47.536548,-122.28001
"422-Summit-Ave-E,-Seattle,-WA-98102","422 Summit Ave E, Seattle, WA 98102",422 Summit Ave E,Seattle,WA,98102,Apartment,1,1,1400,,47.622645,-122.324944
"422-Yale-Ave-N,-Seattle,-WA-98109","422 Yale Ave N, Seattle, WA 98109",422 Yale Ave N,Seattle,WA,98109,Apartment,1,2,1943,,47.622466,-122.330067
"4225-11th-Ave-NE,-Seattle,-WA-98105","4225 11th Ave NE, Seattle, WA 98105",4225 11th Ave NE,Seattle,WA,98105,Apartment,1,1,1550,,47.659045,-122.316969
"4225-9th-Ave-NE,-Seattle,-WA-98105","4225 9th Ave NE, Seattle, WA 98105",4225 9th Ave NE,Seattle,WA,98105,Apartment,1,2,1895,,47.65831,-122.319076
"423-Terry-Ave,-Seattle,-WA-98104","423 Terry Ave, Seattle, WA 98104",423 Terry Ave,Seattle,WA,98104,Apartment,1,0,999,,47.605001,-122.323153
"4235-4239-27th-Ave-W,-Seattle,-WA-98199","4235-4239 27th Ave W, Seattle, WA 98199",4235-4239 27th Ave W,Seattle,WA,98199,Apartment,1,1,1195,550,47.658791,-122.391363
"4235-Brooklyn-Ave-NE,-Apt-201,-Seattle,-WA-98105","4235 Brooklyn Ave NE, Apt 201, Seattle, WA 98105",4235 Brooklyn Ave NE,Seattle,WA,98105,Single Family,1,0,1300,544,47.659402,-122.314686
"424-19th-Ave-E,-Seattle,-WA-98112","424 19th Ave E, Seattle, WA 98112",424 19th Ave E,Seattle,WA,98112,Apartment,1,1,1895,,47.622977,-122.306985
"4245-27th-Ave-W,-Apt-5,-Seattle,-WA-98199","4245 27th Ave W, Apt 5, Seattle, WA 98199",4245 27th Ave W,Seattle,WA,98199,Apartment,1,3,2695,1050,47.658943,-122.39135
"429-2nd-Ave-W,-Seattle,-WA-98119","429 2nd Ave W, Seattle, WA 98119",429 2nd Ave W,Seattle,WA,98119,Apartment,2,2,3050,951,47.623123,-122.359718
"4301-Woodland-Park-Ave-N,-Seattle,-WA-98103","4301 Woodland Park Ave N, Seattle, WA 98103",4301 Woodland Park Ave N,Seattle,WA,98103,Apartment,1,1,1725,,47.659727,-122.344902
"431-Nw-100th-Pl,-Seattle,-WA-98177","431 Nw 100th Pl, Seattle, WA 98177",431 Nw 100th Pl,Seattle,WA,98177,Apartment,1,1,1600,,47.702369,-122.362749
"4311-Dayton-Ave-N,-Apt-3,-Seattle,-WA-98103","4311 Dayton Ave N, Apt 3, Seattle, WA 98103",4311 Dayton Ave N,Seattle,WA,98103,Apartment,1,3,2755,815,47.659378,-122.352379
"4311-Sw-Portland-St,-Seattle,-WA-98136","4311 Sw Portland St, Seattle, WA 98136",4311 Sw Portland St,Seattle,WA,98136,Single Family,2,3,3495,2300,47.532734,-122.387944
"4315-7th-Ave-NE,-Seattle,-WA-98105","4315 7th Ave NE, Seattle, WA 98105",4315 7th Ave NE,Seattle,WA,98105,Apartment,1,0,865,,47.659915,-122.321039
"4337-15th-Ave-NE,-Seattle,-WA-98105","4337 15th Ave NE, Seattle, WA 98105",4337 15th Ave NE,Seattle,WA,98105,Apartment,1,1,1600,,47.6608,-122.312336
"4351-15th-Ave-S,-Seattle,-WA-98108","4351 15th Ave S, Seattle, WA 98108",4351 15th Ave S,Seattle,WA,98108,Apartment,1,1,1850,,47.563751,-122.313914
"4420-Sw-Admiral-Way,-Apt-204,-Seattle,-WA-98116","4420 Sw Admiral Way, Apt 204, Seattle, WA 98116",4420 Sw Admiral Way,Seattle,WA,98116,Apartment,1,1,1350,600,47.581426,-122.388815
"4427-5th-Ave-NE,-Seattle,-WA-98105","4427 5th Ave NE, Seattle, WA 98105",4427 5th Ave NE,Seattle,WA,98105,Apartment,1,1,1650,665,47.661095,-122.323257
"4435-35th-Ave-SW,-Seattle,-WA-98126","4435 35th Ave SW, Seattle, WA 98126",4435 35th Ave SW,Seattle,WA,98126,Apartment,,,1498,,47.56357,-122.37652
"4455-Interlake-Ave-N,-Seattle,-WA-98103","4455 Interlake Ave N, Seattle, WA 98103",4455 Interlake Ave N,Seattle,WA,98103,Apartment,1,0,1790,,47.661049,-122.340889
"4502-42nd-Ave-SW,-Seattle,-WA-98116","4502 42nd Ave SW, Seattle, WA 98116",4502 42nd Ave SW,Seattle,WA,98116,Apartment,,,1645,,47.562724,-122.385065
"4514-8th-Ave-NE,-Seattle,-WA-98105","4514 8th Ave NE, Seattle, WA 98105",4514 8th Ave NE,Seattle,WA,98105,Apartment,1,1,1350,,47.661851,-122.319233
"4517-Glenn-Way-SW,-Seattle,-WA-98116","4517 Glenn Way SW, Seattle, WA 98116",4517 Glenn Way SW,Seattle,WA,98116,Apartment,1,2,2000,,47.562074,-122.389148
"4516-Union-Bay-Pl-NE,-Seattle,-WA-98105","4516 Union Bay Pl NE, Seattle, WA 98105",4516 Union Bay Pl NE,Seattle,WA,98105,Apartment,1,1,1695,,47.662,-122.292946
"4528-44th-Ave-SW,-Seattle,-WA-98116","4528 44th Ave SW, Seattle, WA 98116",4528 44th Ave SW,Seattle,WA,98116,Apartment,1,0,1425,,47.562041,-122.387731
"4536-20th-Ave-NE,-Seattle,-WA-98105","4536 20th Ave NE, Seattle, WA 98105",4536 20th Ave NE,Seattle,WA,98105,Apartment,1,0,1375,,47.66244,-122.30623
"4545-8th-Ave-NE,-Seattle,-WA-98105","4545 8th Ave NE, Seattle, WA 98105",4545 8th Ave NE,Seattle,WA,98105,Apartment,1,,1758,,47.662231,-122.319891
"4548-20th-Ave-NE,-Seattle,-WA-98105","4548 20th Ave NE, Seattle, WA 98105",4548 20th Ave NE,Seattle,WA,98105,Single Family,1,0,900,,47.662658,-122.306197
"4548-Delridge-Way-SW,-Seattle,-WA-98106","4548 Delridge Way SW, Seattle, WA 98106",4548 Delridge Way SW,Seattle,WA,98106,Apartment,1,0,995,,47.56152,-122.362566
"4555-39th-Ave-SW,-Seattle,-WA-98116","4555 39th Ave SW, Seattle, WA 98116",4555 39th Ave SW,Seattle,WA,98116,Apartment,1,1,1774,,47.56137,-122.38232
"4618-Fremont-Ave-N,-Seattle,-WA-98103","4618 Fremont Ave N, Seattle, WA 98103",4618 Fremont Ave N,Seattle,WA,98103,Apartment,1,0,1300,,47.662697,-122.349686
"4710-20th-Ave-NE,-Seattle,-WA-98105","4710 20th Ave NE, Seattle, WA 98105",4710 20th Ave NE,Seattle,WA,98105,Single Family,1,0,1325,350,47.663508,-122.306194
"4710-University-Way-NE,-Seattle,-WA-98105","4710 University Way NE, Seattle, WA 98105",4710 University Way NE,Seattle,WA,98105,Apartment,1,0,1329,,47.663369,-122.312767
"4715-42nd-Ave-SW,-Seattle,-WA-98116","4715 42nd Ave SW, Seattle, WA 98116",4715 42nd Ave SW,Seattle,WA,98116,Apartment,1,1,1811,,47.560622,-122.385861
"4725-35th-Ave-Sw-Unit-B,-Seattle,-WA-98126","4725 35th Ave Sw Unit B, Seattle, WA 98126",4725 35th Ave Sw Unit B,Seattle,WA,98126,Multi-Family,1,2,2095,800,47.560215,-122.376596
"4726-11th-Ave-NE,-Seattle,-WA-98105","4726 11th Ave NE, Seattle, WA 98105",4726 11th Ave NE,Seattle,WA,98105,Apartment,2,2,2725,,47.66391,-122.316023
"4730-California-Ave-SW,-Seattle,-WA-98116","4730 California Ave SW, Seattle, WA 98116",4730 California Ave SW,Seattle,WA,98116,Apartment,1,1,1876,567,47.560124,-122.386415
"4730-University-Way-NE,-Seattle,-WA-98105","4730 University Way NE, Seattle, WA 98105",4730 University Way NE,Seattle,WA,98105,Apartment,1,1,1559,,47.663862,-122.312765
"4733-17th-Ave-NE,-Seattle,-WA-98105","4733 17th Ave NE, Seattle, WA 98105",4733 17th Ave NE,Seattle,WA,98105,Apartment,1,1,1295,,47.663987,-122.31
"4740-32nd-Ave-S,-Seattle,-WA-98118","4740 32nd Ave S, Seattle, WA 98118",4740 32nd Ave S,Seattle,WA,98118,Apartment,2,2,2180,1098,47.559618,-122.290443
"4745-16th-Ave-NE,-Seattle,-WA-98105","4745 16th Ave NE, Seattle, WA 98105",4745 16th Ave NE,Seattle,WA,98105,Apartment,1,2,2295,,47.66434,-122.310804
"4751-12th-Ave-NE,-Seattle,-WA-98105","4751 12th Ave NE, Seattle, WA 98105",4751 12th Ave NE,Seattle,WA,98105,Apartment,1,2,2950,1021,47.664427,-122.31556
"4754-Fauntleroy-Way-SW,-Seattle,-WA-98116","4754 Fauntleroy Way SW, Seattle, WA 98116",4754 Fauntleroy Way SW,Seattle,WA,98116,Apartment,,,1955,,47.559521,-122.381073
"4801-Rainier-Ave-S,-Seattle,-WA-98118","4801 Rainier Ave S, Seattle, WA 98118",4801 Rainier Ave S,Seattle,WA,98118,Apartment,2,2,2015,,47.559143,-122.286748
"4830-Fauntleroy-Way-SW,-Seattle,-WA-98116","4830 Fauntleroy Way SW, Seattle, WA 98116",4830 Fauntleroy Way SW,Seattle,WA,98116,Apartment,1,1,1695,,47.558283,-122.381052
"50-University-St,-Seattle,-WA-98101","50 University St, Seattle, WA 98101",50 University St,Seattle,WA,98101,Apartment,2,2,3741,943,47.606443,-122.33985
"500-13th-Ave-E,-Seattle,-WA-98102","500 13th Ave E, Seattle, WA 98102",500 13th Ave E,Seattle,WA,98102,Apartment,1,0,1099,,47.623438,-122.315377
"500-W-Mercer-St,-Seattle,-WA-98119","500 W Mercer St, Seattle, WA 98119",500 W Mercer St,Seattle,WA,98119,Apartment,1,2,2400,,47.624843,-122.363606
"500-Wall-St,-Seattle,-WA-98121","500 Wall St, Seattle, WA 98121",500 Wall St,Seattle,WA,98121,Apartment,1,1,1740,,47.617965,-122.345349
"5008-B-11th-Ave-NE,-Seattle,-WA-98105","5008 B 11th Ave NE, Seattle, WA 98105",5008 B 11th Ave NE,Seattle,WA,98105,Single Family,2.5,3,2850,1310,47.66526,-122.316093
"501-Summit-Ave-E,-Seattle,-WA-98102","501 Summit Ave E, Seattle, WA 98102",501 Summit Ave E,Seattle,WA,98102,Apartment,1,1,1995,,47.623383,-122.325678
"5017-15th-Ave-NE,-Seattle,-WA-98105","5017 15th Ave NE, Seattle, WA 98105",5017 15th Ave NE,Seattle,WA,98105,Apartment,1,0,1175,,47.665526,-122.312259
"503-E-Thomas-St,-Seattle,-WA-98102","503 E Thomas St, Seattle, WA 98102",503 E Thomas St,Seattle,WA,98102,Apartment,1,0,1295,,47.62067,-122.324934
"504-E-Denny-Way,-Seattle,-WA-98122","504 E Denny Way, Seattle, WA 98122",504 E Denny Way,Seattle,WA,98122,Apartment,1,0,1250,,47.618677,-122.324922
"5043-Brooklyn-Ave-NE,-Seattle,-WA-98105","5043 Brooklyn Ave NE, Seattle, WA 98105",5043 Brooklyn Ave NE,Seattle,WA,98105,Apartment,1,0,900,,47.666156,-122.314484
"505-Boylston-Ave-E,-Seattle,-WA-98102","505 Boylston Ave E, Seattle, WA 98102",505 Boylston Ave E,Seattle,WA,98102,Apartment,1,0,1495,,47.623382,-122.323376
"505-E-Denny-Way,-Apt-102,-Seattle,-WA-98122","505 E Denny Way, Apt 102, Seattle, WA 98122",505 E Denny Way,Seattle,WA,98122,Single Family,1,2,2450,744,47.618318,-122.324921
"5051-7th-Ave-NE,-Seattle,-WA-98105","5051 7th Ave NE, Seattle, WA 98105",5051 7th Ave NE,Seattle,WA,98105,Single Family,2,4,3595,2000,47.666597,-122.320871
"506-E-Union-St,-Seattle,-WA-98122","506 E Union St, Seattle, WA 98122",506 E Union St,Seattle,WA,98122,Apartment,1,1,1450,,47.613097,-122.325205
"507-22nd-Ave,-Seattle,-WA-98122","507 22nd Ave, Seattle, WA 98122",507 22nd Ave,Seattle,WA,98122,Apartment,1,1,1525,,47.606518,-122.304062
"507-Harvard-Ave-E,-Seattle,-WA-98102","507 Harvard Ave E, Seattle, WA 98102",507 Harvard Ave E,Seattle,WA,98102,Apartment,1,2,2200,,47.623377,-122.322326
"509-19th-Ave-E,-Seattle,-WA-98112","509 19th Ave E, Seattle, WA 98112",509 19th Ave E,Seattle,WA,98112,Apartment,1,2,2295,,47.623649,-122.307748
"510-4th-Ave-W,-Seattle,-WA-98119","510 4th Ave W, Seattle, WA 98119",510 4th Ave W,Seattle,WA,98119,Apartment,2,2,2999,,47.623879,-122.361562
"5112-Ravenna-Ave-NE,-Seattle,-WA-98105","5112 Ravenna Ave NE, Seattle, WA 98105",5112 Ravenna Ave NE,Seattle,WA,98105,Apartment,1,1,1350,,47.666152,-122.303013
"5121-17th-Ave-NW,-Seattle,-WA-98107","5121 17th Ave NW, Seattle, WA 98107",5121 17th Ave NW,Seattle,WA,98107,Apartment,1,1,1450,,47.666083,-122.379165
"5123-24th-Ave-NE,-Seattle,-WA-98105","5123 24th Ave NE, Seattle, WA 98105",5123 24th Ave NE,Seattle,WA,98105,Apartment,1,2,1650,,47.666561,-122.302307
"515-E-Denny-Way,-Seattle,-WA-98122","515 E Denny Way, Seattle, WA 98122",515 E Denny Way,Seattle,WA,98122,Apartment,1,0,1495,,47.618265,-122.324451
"515-Harvard-Ave-E,-Seattle,-WA-98102","515 Harvard Ave E, Seattle, WA 98102",515 Harvard Ave E,Seattle,WA,98102,Apartment,,,2311,,47.623621,-122.322322
"516-E-Union-St,-Seattle,-WA-98122","516 E Union St, Seattle, WA 98122",516 E Union St,Seattle,WA,98122,Apartment,1,0,1295,475,47.613193,-122.324771
"519-N-Bowdoin-Pl,-Seattle,-WA-98103","519 N Bowdoin Pl, Seattle, WA 98103",519 N Bowdoin Pl,Seattle,WA,98103,Apartment,1,2,2495,,47.654449,-122.351776
"520-Terry-Ave,-Seattle,-WA-98104","520 Terry Ave, Seattle, WA 98104",520 Terry Ave,Seattle,WA,98104,Apartment,,,2335,,47.60589,-122.32282
"5205-39th-Ave-S,-Seattle,-WA-98118","5205 39th Ave S, Seattle, WA 98118",5205 39th Ave S,Seattle,WA,98118,Apartment,1,1,1850,,47.555253,-122.283929
"521-S-Weller-St,-Seattle,-WA-98104","521 S Weller St, Seattle, WA 98104",521 S Weller St,Seattle,WA,98104,Apartment,1,0,1886,,47.59708,-122.32704
"5216-Brooklyn-Ave-NE,-Seattle,-WA-98105","5216 Brooklyn Ave NE, Seattle, WA 98105",5216 Brooklyn Ave NE,Seattle,WA,98105,Single Family,1,0,1500,,47.666961,-122.313848
"522-N-85th-St,-Seattle,-WA-98103","522 N 85th St, Seattle, WA 98103",522 N 85th St,Seattle,WA,98103,Apartment,1,1,1926,,47.691064,-122.351865
"5227-Leary-Ave-NW,-Seattle,-WA-98107","5227 Leary Ave NW, Seattle, WA 98107",5227 Leary Ave NW,Seattle,WA,98107,Apartment,1,0,1195,,47.666114,-122.381881
"523-Broadway-E,-Seattle,-WA-98102","523 Broadway E, Seattle, WA 98102",523 Broadway E,Seattle,WA,98102,Apartment,1,,1712,,47.623697,-122.321487
"5231-40th-Ave-NE,-Seattle,-WA-98105","5231 40th Ave NE, Seattle, WA 98105",5231 40th Ave NE,Seattle,WA,98105,Apartment,1,2,2250,,47.667663,-122.285074
"5233-15th-Ave-NE,-Seattle,-WA-98105","5233 15th Ave NE, Seattle, WA 98105",5233 15th Ave NE,Seattle,WA,98105,Apartment,1,1,1350,,47.66739,-122.31223
"5235-17th-Ave-NE,-Seattle,-WA-98105","5235 17th Ave NE, Seattle, WA 98105",5235 17th Ave NE,Seattle,WA,98105,Apartment,1,1,1550,,47.667455,-122.309947
"525-Ne-Northgate-Way,-Seattle,-WA-98125","525 Ne Northgate Way, Seattle, WA 98125",525 Ne Northgate Way,Seattle,WA,98125,Apartment,1,,1395,,47.70826,-122.32161
"5250-5252-Brooklyn-Ave-N,-Seattle,-WA-98105","5250 5252 Brooklyn Ave N, Seattle, WA 98105",5250 5252 Brooklyn Ave N,Seattle,WA,98105,Apartment,3,7,5950,,47.667941,-122.313833
"5256-University-Way-NE,-Apt-202,-Seattle,-WA-98105","5256 University Way NE, Apt 202, Seattle, WA 98105",5256 University Way NE,Seattle,WA,98105,Apartment,2,2,1900,950,47.66805,-122.31268
"526-W-Mercer-Pl,-Apt-403,-Seattle,-WA-98119","526 W Mercer Pl, Apt 403, Seattle, WA 98119",526 W Mercer Pl,Seattle,WA,98119,Apartment,2,2,2355,931,47.625204,-122.364159
"527-1st-Ave-N,-Seattle,-WA-98109","527 1st Ave N, Seattle, WA 98109",527 1st Ave N,Seattle,WA,98109,Apartment,1,0,1265,,47.624068,-122.355785
"527-Eastlake-Ave-E,-Seattle,-WA-98109","527 Eastlake Ave E, Seattle, WA 98109",527 Eastlake Ave E,Seattle,WA,98109,Apartment,1,1,1432,,47.623976,-122.329526
"530-W-Olympic-Pl,-Apt-214,-Seattle,-WA-98119","530 W Olympic Pl, Apt 214, Seattle, WA 98119",530 W Olympic Pl,Seattle,WA,98119,Single Family,1,1,1875,650,47.627319,-122.364359
"531-Malden-Ave-E,-Seattle,-WA-98112","531 Malden Ave E, Seattle, WA 98112",531 Malden Ave E,Seattle,WA,98112,Apartment,1,0,1450,,47.624103,-122.313917
"5312-9th-Ave-NE,-Seattle,-WA-98105","5312 9th Ave NE, Seattle, WA 98105",5312 9th Ave NE,Seattle,WA,98105,Apartment,1,0,1150,,47.667563,-122.318105
"5319-24th-Ave-NE,-Seattle,-WA-98105","5319 24th Ave NE, Seattle, WA 98105",5319 24th Ave NE,Seattle,WA,98105,Apartment,1,2,1895,,47.667691,-122.302192
"5325-Ravenna-Pl-NE,-Seattle,-WA-98105","5325 Ravenna Pl NE, Seattle, WA 98105",5325 Ravenna Pl NE,Seattle,WA,98105,Apartment,1,2,1695,,47.667683,-122.302925
"535-Pontius-Ave-N,-Seattle,-WA-98109","535 Pontius Ave N, Seattle, WA 98109",535 Pontius Ave N,Seattle,WA,98109,Apartment,2,2,2209,1063,47.623695,-122.332083
"538-Lakeside-Ave-S,-Seattle,-WA-98144","538 Lakeside Ave S, Seattle, WA 98144",538 Lakeside Ave S,Seattle,WA,98144,Apartment,1,1,2700,670,47.59664,-122.28696
"5398-Russell-Ave-NW,-Seattle,-WA-98107","5398 Russell Ave NW, Seattle, WA 98107",5398 Russell Ave NW,Seattle,WA,98107,Apartment,2,2,4080,942,47.66798,-122.38137
"5413-21st-Ave-NE,-Seattle,-WA-98105","5413 21st Ave NE, Seattle, WA 98105",5413 21st Ave NE,Seattle,WA,98105,Single Family,2,8,4395,2820,47.668425,-122.305796
"5505-15th-Ave-NE,-Seattle,-WA-98105","5505 15th Ave NE, Seattle, WA 98105",5505 15th Ave NE,Seattle,WA,98105,Apartment,1,1,1595,,47.668704,-122.312212
"5536-Canfield-Pl-N,-Seattle,-WA-98103","5536 Canfield Pl N, Seattle, WA 98103",5536 Canfield Pl N,Seattle,WA,98103,Single Family,2,4,4800,2180,47.669625,-122.335582
"5555-14th-Ave-NW,-Seattle,-WA-98107","5555 14th Ave NW, Seattle, WA 98107",5555 14th Ave NW,Seattle,WA,98107,Apartment,2,2,2900,964,47.669077,-122.374298
"5616-University-Way-NE,-Seattle,-WA-98105","5616 University Way NE, Seattle, WA 98105",5616 University Way NE,Seattle,WA,98105,Apartment,1,0,1150,,47.670019,-122.312676
